,TIPO_ELECCION,AÑO,MES,VUELTA,COD_CCAA,COD_PROV,COD_MUN,DISTRITO,SECCION,MESA,COD_CAND,VOTOS_CAND
41,4,2015,5,1,1,11,7,1,4,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,42
42,4,2015,5,1,1,11,7,1,4,B,mas Iniciativa Barbate,4
43,4,2015,5,1,1,11,7,1,4,B,PARTIDO ANDALUCISTA,151
44,4,2015,5,1,1,11,7,1,4,B,PARTIDO BARBATEÑO UNIDO,4
45,4,2015,5,1,1,11,7,1,4,B,PARTIDO POPULAR,68
46,4,2015,5,1,1,11,7,1,4,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,67
47,4,2015,5,1,1,11,7,1,4,B,SOMOS BARBATE,47
48,4,2015,5,1,1,11,7,1,5,A,AGRUPACION LIBRE BARBATEÑA,7
49,4,2015,5,1,1,11,7,1,5,A,GENTE DE ZAHARA,3
50,4,2015,5,1,1,11,7,1,5,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,32
51,4,2015,5,1,1,11,7,1,5,A,mas Iniciativa Barbate,3
52,4,2015,5,1,1,11,7,1,5,A,PARTIDO ANDALUCISTA,143
53,4,2015,5,1,1,11,7,1,5,A,PARTIDO BARBATEÑO UNIDO,3
54,4,2015,5,1,1,11,7,1,5,A,PARTIDO POPULAR,73
55,4,2015,5,1,1,11,7,1,5,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,51
56,4,2015,5,1,1,11,7,1,5,A,SOMOS BARBATE,64
57,4,2015,5,1,1,11,7,1,5,B,AGRUPACION LIBRE BARBATEÑA,1
58,4,2015,5,1,1,11,7,1,5,B,GENTE DE ZAHARA,0
59,4,2015,5,1,1,11,7,1,5,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,37
60,4,2015,5,1,1,11,7,1,5,B,mas Iniciativa Barbate,1
61,4,2015,5,1,1,11,7,1,5,B,PARTIDO ANDALUCISTA,174
62,4,2015,5,1,1,11,7,1,5,B,PARTIDO BARBATEÑO UNIDO,7
63,4,2015,5,1,1,11,7,1,5,B,PARTIDO POPULAR,88
64,4,2015,5,1,1,11,7,1,5,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,72
65,4,2015,5,1,1,11,7,1,5,B,SOMOS BARBATE,72
66,4,2015,5,1,1,11,7,2,1,U,AGRUPACION LIBRE BARBATEÑA,3
67,4,2015,5,1,1,11,7,2,1,U,GENTE DE ZAHARA,2
68,4,2015,5,1,1,11,7,2,1,U,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,37
69,4,2015,5,1,1,11,7,2,1,U,mas Iniciativa Barbate,2
70,4,2015,5,1,1,11,7,2,1,U,PARTIDO ANDALUCISTA,131
71,4,2015,5,1,1,11,7,2,1,U,PARTIDO BARBATEÑO UNIDO,18
72,4,2015,5,1,1,11,7,2,1,U,PARTIDO POPULAR,55
73,4,2015,5,1,1,11,7,2,1,U,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,76
74,4,2015,5,1,1,11,7,2,1,U,SOMOS BARBATE,49
75,4,2015,5,1,1,11,7,2,2,U,AGRUPACION LIBRE BARBATEÑA,1
76,4,2015,5,1,1,11,7,2,2,U,GENTE DE ZAHARA,1
77,4,2015,5,1,1,11,7,2,2,U,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,24
78,4,2015,5,1,1,11,7,2,2,U,mas Iniciativa Barbate,3
79,4,2015,5,1,1,11,7,2,2,U,PARTIDO ANDALUCISTA,192
80,4,2015,5,1,1,11,7,2,2,U,PARTIDO BARBATEÑO UNIDO,9
81,4,2015,5,1,1,11,7,2,2,U,PARTIDO POPULAR,75
82,4,2015,5,1,1,11,7,2,2,U,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,106
83,4,2015,5,1,1,11,7,2,2,U,SOMOS BARBATE,49
84,4,2015,5,1,1,11,7,2,3,A,AGRUPACION LIBRE BARBATEÑA,4
85,4,2015,5,1,1,11,7,2,3,A,GENTE DE ZAHARA,0
86,4,2015,5,1,1,11,7,2,3,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,23
87,4,2015,5,1,1,11,7,2,3,A,mas Iniciativa Barbate,5
88,4,2015,5,1,1,11,7,2,3,A,PARTIDO ANDALUCISTA,116
89,4,2015,5,1,1,11,7,2,3,A,PARTIDO BARBATEÑO UNIDO,4
90,4,2015,5,1,1,11,7,2,3,A,PARTIDO POPULAR,70
91,4,2015,5,1,1,11,7,2,3,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,54
92,4,2015,5,1,1,11,7,2,3,A,SOMOS BARBATE,53
93,4,2015,5,1,1,11,7,2,3,B,AGRUPACION LIBRE BARBATEÑA,4
94,4,2015,5,1,1,11,7,2,3,B,GENTE DE ZAHARA,0
95,4,2015,5,1,1,11,7,2,3,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,24
96,4,2015,5,1,1,11,7,2,3,B,mas Iniciativa Barbate,11
97,4,2015,5,1,1,11,7,2,3,B,PARTIDO ANDALUCISTA,148
98,4,2015,5,1,1,11,7,2,3,B,PARTIDO BARBATEÑO UNIDO,9
99,4,2015,5,1,1,11,7,2,3,B,PARTIDO POPULAR,110
100,4,2015,5,1,1,11,7,2,3,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,50
101,4,2015,5,1,1,11,7,2,3,B,SOMOS BARBATE,58
102,4,2015,5,1,1,11,7,2,4,A,AGRUPACION LIBRE BARBATEÑA,1
103,4,2015,5,1,1,11,7,2,4,A,GENTE DE ZAHARA,3
104,4,2015,5,1,1,11,7,2,4,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,27
105,4,2015,5,1,1,11,7,2,4,A,mas Iniciativa Barbate,5
106,4,2015,5,1,1,11,7,2,4,A,PARTIDO ANDALUCISTA,157
107,4,2015,5,1,1,11,7,2,4,A,PARTIDO BARBATEÑO UNIDO,15
108,4,2015,5,1,1,11,7,2,4,A,PARTIDO POPULAR,82
109,4,2015,5,1,1,11,7,2,4,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,56
110,4,2015,5,1,1,11,7,2,4,A,SOMOS BARBATE,44
111,4,2015,5,1,1,11,7,2,4,B,AGRUPACION LIBRE BARBATEÑA,0
112,4,2015,5,1,1,11,7,2,4,B,GENTE DE ZAHARA,4
113,4,2015,5,1,1,11,7,2,4,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,30
114,4,2015,5,1,1,11,7,2,4,B,mas Iniciativa Barbate,3
115,4,2015,5,1,1,11,7,2,4,B,PARTIDO ANDALUCISTA,175
116,4,2015,5,1,1,11,7,2,4,B,PARTIDO BARBATEÑO UNIDO,8
117,4,2015,5,1,1,11,7,2,4,B,PARTIDO POPULAR,87
118,4,2015,5,1,1,11,7,2,4,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,61
119,4,2015,5,1,1,11,7,2,4,B,SOMOS BARBATE,46
120,4,2015,5,1,1,11,7,2,5,A,AGRUPACION LIBRE BARBATEÑA,20
121,4,2015,5,1,1,11,7,2,5,A,GENTE DE ZAHARA,0
122,4,2015,5,1,1,11,7,2,5,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,18
123,4,2015,5,1,1,11,7,2,5,A,mas Iniciativa Barbate,4
124,4,2015,5,1,1,11,7,2,5,A,PARTIDO ANDALUCISTA,118
125,4,2015,5,1,1,11,7,2,5,A,PARTIDO BARBATEÑO UNIDO,10
126,4,2015,5,1,1,11,7,2,5,A,PARTIDO POPULAR,38
127,4,2015,5,1,1,11,7,2,5,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,96
128,4,2015,5,1,1,11,7,2,5,A,SOMOS BARBATE,28
129,4,2015,5,1,1,11,7,2,5,B,AGRUPACION LIBRE BARBATEÑA,20
130,4,2015,5,1,1,11,7,2,5,B,GENTE DE ZAHARA,0
131,4,2015,5,1,1,11,7,2,5,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,25
132,4,2015,5,1,1,11,7,2,5,B,mas Iniciativa Barbate,4
133,4,2015,5,1,1,11,7,2,5,B,PARTIDO ANDALUCISTA,109
134,4,2015,5,1,1,11,7,2,5,B,PARTIDO BARBATEÑO UNIDO,10
135,4,2015,5,1,1,11,7,2,5,B,PARTIDO POPULAR,38
136,4,2015,5,1,1,11,7,2,5,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,134
137,4,2015,5,1,1,11,7,2,5,B,SOMOS BARBATE,35
138,4,2015,5,1,1,11,7,2,6,A,AGRUPACION LIBRE BARBATEÑA,3
139,4,2015,5,1,1,11,7,2,6,A,GENTE DE ZAHARA,1
140,4,2015,5,1,1,11,7,2,6,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,20
141,4,2015,5,1,1,11,7,2,6,A,mas Iniciativa Barbate,3
142,4,2015,5,1,1,11,7,2,6,A,PARTIDO ANDALUCISTA,103
143,4,2015,5,1,1,11,7,2,6,A,PARTIDO BARBATEÑO UNIDO,4
144,4,2015,5,1,1,11,7,2,6,A,PARTIDO POPULAR,50
145,4,2015,5,1,1,11,7,2,6,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,64
146,4,2015,5,1,1,11,7,2,6,A,SOMOS BARBATE,52
147,4,2015,5,1,1,11,7,2,6,B,AGRUPACION LIBRE BARBATEÑA,5
148,4,2015,5,1,1,11,7,2,6,B,GENTE DE ZAHARA,2
149,4,2015,5,1,1,11,7,2,6,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,34
150,4,2015,5,1,1,11,7,2,6,B,mas Iniciativa Barbate,7
151,4,2015,5,1,1,11,7,2,6,B,PARTIDO ANDALUCISTA,141
152,4,2015,5,1,1,11,7,2,6,B,PARTIDO BARBATEÑO UNIDO,10
153,4,2015,5,1,1,11,7,2,6,B,PARTIDO POPULAR,61
154,4,2015,5,1,1,11,7,2,6,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,80
155,4,2015,5,1,1,11,7,2,6,B,SOMOS BARBATE,49
156,4,2015,5,1,1,11,7,2,7,A,AGRUPACION LIBRE BARBATEÑA,7
157,4,2015,5,1,1,11,7,2,7,A,GENTE DE ZAHARA,0
158,4,2015,5,1,1,11,7,2,7,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,9
159,4,2015,5,1,1,11,7,2,7,A,mas Iniciativa Barbate,1
160,4,2015,5,1,1,11,7,2,7,A,PARTIDO ANDALUCISTA,96
161,4,2015,5,1,1,11,7,2,7,A,PARTIDO BARBATEÑO UNIDO,7
162,4,2015,5,1,1,11,7,2,7,A,PARTIDO POPULAR,37
163,4,2015,5,1,1,11,7,2,7,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,67
164,4,2015,5,1,1,11,7,2,7,A,SOMOS BARBATE,26
165,4,2015,5,1,1,11,7,2,7,B,AGRUPACION LIBRE BARBATEÑA,10
166,4,2015,5,1,1,11,7,2,7,B,GENTE DE ZAHARA,3
167,4,2015,5,1,1,11,7,2,7,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,20
168,4,2015,5,1,1,11,7,2,7,B,mas Iniciativa Barbate,3
169,4,2015,5,1,1,11,7,2,7,B,PARTIDO ANDALUCISTA,131
170,4,2015,5,1,1,11,7,2,7,B,PARTIDO BARBATEÑO UNIDO,8
171,4,2015,5,1,1,11,7,2,7,B,PARTIDO POPULAR,30
172,4,2015,5,1,1,11,7,2,7,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,97
173,4,2015,5,1,1,11,7,2,7,B,SOMOS BARBATE,43
174,4,2015,5,1,1,11,7,2,9,U,AGRUPACION LIBRE BARBATEÑA,2
175,4,2015,5,1,1,11,7,2,9,U,GENTE DE ZAHARA,1
176,4,2015,5,1,1,11,7,2,9,U,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,32
177,4,2015,5,1,1,11,7,2,9,U,mas Iniciativa Barbate,0
178,4,2015,5,1,1,11,7,2,9,U,PARTIDO ANDALUCISTA,106
179,4,2015,5,1,1,11,7,2,9,U,PARTIDO BARBATEÑO UNIDO,4
180,4,2015,5,1,1,11,7,2,9,U,PARTIDO POPULAR,41
181,4,2015,5,1,1,11,7,2,9,U,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,81
182,4,2015,5,1,1,11,7,2,9,U,SOMOS BARBATE,59
183,4,2015,5,1,1,11,7,3,1,A,AGRUPACION LIBRE BARBATEÑA,3
184,4,2015,5,1,1,11,7,3,1,A,GENTE DE ZAHARA,0
185,4,2015,5,1,1,11,7,3,1,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,23
186,4,2015,5,1,1,11,7,3,1,A,mas Iniciativa Barbate,3
187,4,2015,5,1,1,11,7,3,1,A,PARTIDO ANDALUCISTA,102
188,4,2015,5,1,1,11,7,3,1,A,PARTIDO BARBATEÑO UNIDO,6
189,4,2015,5,1,1,11,7,3,1,A,PARTIDO POPULAR,55
190,4,2015,5,1,1,11,7,3,1,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,60
191,4,2015,5,1,1,11,7,3,1,A,SOMOS BARBATE,35
192,4,2015,5,1,1,11,7,3,1,B,AGRUPACION LIBRE BARBATEÑA,1
193,4,2015,5,1,1,11,7,3,1,B,GENTE DE ZAHARA,0
194,4,2015,5,1,1,11,7,3,1,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,32
195,4,2015,5,1,1,11,7,3,1,B,mas Iniciativa Barbate,2
196,4,2015,5,1,1,11,7,3,1,B,PARTIDO ANDALUCISTA,130
197,4,2015,5,1,1,11,7,3,1,B,PARTIDO BARBATEÑO UNIDO,8
198,4,2015,5,1,1,11,7,3,1,B,PARTIDO POPULAR,66
199,4,2015,5,1,1,11,7,3,1,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,65
200,4,2015,5,1,1,11,7,3,1,B,SOMOS BARBATE,45
201,4,2015,5,1,1,11,7,3,2,A,AGRUPACION LIBRE BARBATEÑA,1
202,4,2015,5,1,1,11,7,3,2,A,GENTE DE ZAHARA,4
203,4,2015,5,1,1,11,7,3,2,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,28
204,4,2015,5,1,1,11,7,3,2,A,mas Iniciativa Barbate,1
205,4,2015,5,1,1,11,7,3,2,A,PARTIDO ANDALUCISTA,183
206,4,2015,5,1,1,11,7,3,2,A,PARTIDO BARBATEÑO UNIDO,4
207,4,2015,5,1,1,11,7,3,2,A,PARTIDO POPULAR,70
208,4,2015,5,1,1,11,7,3,2,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,81
209,4,2015,5,1,1,11,7,3,2,A,SOMOS BARBATE,62
210,4,2015,5,1,1,11,7,3,2,B,AGRUPACION LIBRE BARBATEÑA,5
211,4,2015,5,1,1,11,7,3,2,B,GENTE DE ZAHARA,1
212,4,2015,5,1,1,11,7,3,2,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,36
213,4,2015,5,1,1,11,7,3,2,B,mas Iniciativa Barbate,2
214,4,2015,5,1,1,11,7,3,2,B,PARTIDO ANDALUCISTA,218
215,4,2015,5,1,1,11,7,3,2,B,PARTIDO BARBATEÑO UNIDO,5
216,4,2015,5,1,1,11,7,3,2,B,PARTIDO POPULAR,94
217,4,2015,5,1,1,11,7,3,2,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,66
218,4,2015,5,1,1,11,7,3,2,B,SOMOS BARBATE,51
219,4,2015,5,1,1,11,7,4,1,A,AGRUPACION LIBRE BARBATEÑA,0
220,4,2015,5,1,1,11,7,4,1,A,GENTE DE ZAHARA,143
221,4,2015,5,1,1,11,7,4,1,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,6
222,4,2015,5,1,1,11,7,4,1,A,mas Iniciativa Barbate,0
223,4,2015,5,1,1,11,7,4,1,A,PARTIDO ANDALUCISTA,19
224,4,2015,5,1,1,11,7,4,1,A,PARTIDO BARBATEÑO UNIDO,1
225,4,2015,5,1,1,11,7,4,1,A,PARTIDO POPULAR,26
226,4,2015,5,1,1,11,7,4,1,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,123
227,4,2015,5,1,1,11,7,4,1,A,SOMOS BARBATE,3
228,4,2015,5,1,1,11,7,4,1,B,AGRUPACION LIBRE BARBATEÑA,0
229,4,2015,5,1,1,11,7,4,1,B,GENTE DE ZAHARA,155
230,4,2015,5,1,1,11,7,4,1,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,4
231,4,2015,5,1,1,11,7,4,1,B,mas Iniciativa Barbate,0
232,4,2015,5,1,1,11,7,4,1,B,PARTIDO ANDALUCISTA,37
233,4,2015,5,1,1,11,7,4,1,B,PARTIDO BARBATEÑO UNIDO,1
234,4,2015,5,1,1,11,7,4,1,B,PARTIDO POPULAR,20
235,4,2015,5,1,1,11,7,4,1,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,106
236,4,2015,5,1,1,11,7,4,1,B,SOMOS BARBATE,10
237,4,2015,5,1,1,11,7,4,2,A,AGRUPACION LIBRE BARBATEÑA,1
238,4,2015,5,1,1,11,7,4,2,A,GENTE DE ZAHARA,0
239,4,2015,5,1,1,11,7,4,2,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,21
240,4,2015,5,1,1,11,7,4,2,A,mas Iniciativa Barbate,3
241,4,2015,5,1,1,11,7,4,2,A,PARTIDO ANDALUCISTA,75
242,4,2015,5,1,1,11,7,4,2,A,PARTIDO BARBATEÑO UNIDO,4
243,4,2015,5,1,1,11,7,4,2,A,PARTIDO POPULAR,30
244,4,2015,5,1,1,11,7,4,2,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,52
245,4,2015,5,1,1,11,7,4,2,A,SOMOS BARBATE,44
246,4,2015,5,1,1,11,7,4,2,B,AGRUPACION LIBRE BARBATEÑA,0
247,4,2015,5,1,1,11,7,4,2,B,GENTE DE ZAHARA,1
248,4,2015,5,1,1,11,7,4,2,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,61
249,4,2015,5,1,1,11,7,4,2,B,mas Iniciativa Barbate,0
250,4,2015,5,1,1,11,7,4,2,B,PARTIDO ANDALUCISTA,23
251,4,2015,5,1,1,11,7,4,2,B,PARTIDO BARBATEÑO UNIDO,2
252,4,2015,5,1,1,11,7,4,2,B,PARTIDO POPULAR,60
253,4,2015,5,1,1,11,7,4,2,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,46
254,4,2015,5,1,1,11,7,4,2,B,SOMOS BARBATE,87
255,4,2015,5,1,1,14,7,1,1,A,CIUDADANOS-PARTIDO DE LA CIUDADANIA,32
256,4,2015,5,1,1,14,7,1,1,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,40
257,4,2015,5,1,1,14,7,1,1,A,PARTIDO ANDALUCISTA,4
258,4,2015,5,1,1,14,7,1,1,A,PARTIDO POPULAR,114
259,4,2015,5,1,1,14,7,1,1,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,182
260,4,2015,5,1,1,14,7,1,1,B,CIUDADANOS-PARTIDO DE LA CIUDADANIA,24
261,4,2015,5,1,1,14,7,1,1,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,43
262,4,2015,5,1,1,14,7,1,1,B,PARTIDO ANDALUCISTA,8
263,4,2015,5,1,1,14,7,1,1,B,PARTIDO POPULAR,137
264,4,2015,5,1,1,14,7,1,1,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,202
265,4,2015,5,1,1,14,7,1,2,A,CIUDADANOS-PARTIDO DE LA CIUDADANIA,31
266,4,2015,5,1,1,14,7,1,2,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,110
267,4,2015,5,1,1,14,7,1,2,A,PARTIDO ANDALUCISTA,8
268,4,2015,5,1,1,14,7,1,2,A,PARTIDO POPULAR,92
269,4,2015,5,1,1,14,7,1,2,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,295
270,4,2015,5,1,1,14,7,1,2,B,CIUDADANOS-PARTIDO DE LA CIUDADANIA,42
271,4,2015,5,1,1,14,7,1,2,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,84
272,4,2015,5,1,1,14,7,1,2,B,PARTIDO ANDALUCISTA,7
273,4,2015,5,1,1,14,7,1,2,B,PARTIDO POPULAR,97
274,4,2015,5,1,1,14,7,1,2,B,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,311
275,4,2015,5,1,1,14,7,1,3,U,CIUDADANOS-PARTIDO DE LA CIUDADANIA,15
276,4,2015,5,1,1,14,7,1,3,U,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,74
277,4,2015,5,1,1,14,7,1,3,U,PARTIDO ANDALUCISTA,4
278,4,2015,5,1,1,14,7,1,3,U,PARTIDO POPULAR,36
279,4,2015,5,1,1,14,7,1,3,U,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,236
280,4,2015,5,1,1,14,7,2,1,U,CIUDADANOS-PARTIDO DE LA CIUDADANIA,20
281,4,2015,5,1,1,14,7,2,1,U,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,125
282,4,2015,5,1,1,14,7,2,1,U,PARTIDO ANDALUCISTA,2
283,4,2015,5,1,1,14,7,2,1,U,PARTIDO POPULAR,36
284,4,2015,5,1,1,14,7,2,1,U,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,490
285,4,2015,5,1,1,14,7,3,1,U,CIUDADANOS-PARTIDO DE LA CIUDADANIA,20
286,4,2015,5,1,1,14,7,3,1,U,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,73
287,4,2015,5,1,1,14,7,3,1,U,PARTIDO ANDALUCISTA,4
288,4,2015,5,1,1,14,7,3,1,U,PARTIDO POPULAR,95
289,4,2015,5,1,1,14,7,3,1,U,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,229
290,4,2015,5,1,1,14,7,3,2,A,CIUDADANOS-PARTIDO DE LA CIUDADANIA,45
291,4,2015,5,1,1,14,7,3,2,A,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,67
292,4,2015,5,1,1,14,7,3,2,A,PARTIDO ANDALUCISTA,1
293,4,2015,5,1,1,14,7,3,2,A,PARTIDO POPULAR,157
294,4,2015,5,1,1,14,7,3,2,A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,217
295,4,2015,5,1,1,14,7,3,2,B,CIUDADANOS-PARTIDO DE LA CIUDADANIA,42
296,4,2015,5,1,1,14,7,3,2,B,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALU,47
297,4,2015,5,1,1,14,7,3,2,B,PARTIDO ANDALUCISTA,5
298,4,2015,5,1,1,14,7,3,2,B,PARTIDO POPULAR,147
