TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;SECCION;COD_CAND;VOTOS_CAND
4;2015;5;1;8;9;59;7;6;C's;97
4;2015;5;1;8;9;59;7;6;IMAGINA BUR;133
4;2015;5;1;8;9;59;7;6;PCAS-TC;3
4;2015;5;1;8;9;59;7;6;PP;150
4;2015;5;1;8;9;59;7;6;PSOE;131
4;2015;5;1;8;9;59;7;6;PORBUR;37
4;2015;5;1;8;9;59;7;6;SAIn;2
4;2015;5;1;8;9;59;7;6;UPYD;14
4;2015;5;1;8;9;59;7;6;VOX;16
4;2015;5;1;8;9;59;7;7;C's;108
4;2015;5;1;8;9;59;7;7;IMAGINA BUR;127
4;2015;5;1;8;9;59;7;7;PCAS-TC;8
4;2015;5;1;8;9;59;7;7;PP;234
4;2015;5;1;8;9;59;7;7;PSOE;119
4;2015;5;1;8;9;59;7;7;PORBUR;19
4;2015;5;1;8;9;59;7;7;SAIn;1
4;2015;5;1;8;9;59;7;7;UPYD;21
4;2015;5;1;8;9;59;7;7;VOX;2
4;2015;5;1;8;9;59;7;8;C's;105
4;2015;5;1;8;9;59;7;8;IMAGINA BUR;145
4;2015;5;1;8;9;59;7;8;PCAS-TC;8
4;2015;5;1;8;9;59;7;8;PP;264
4;2015;5;1;8;9;59;7;8;PSOE;164
4;2015;5;1;8;9;59;7;8;PORBUR;30
4;2015;5;1;8;9;59;7;8;SAIn;7
4;2015;5;1;8;9;59;7;8;UPYD;20
4;2015;5;1;8;9;59;7;8;VOX;9
4;2015;5;1;8;9;59;7;9;C's;58
4;2015;5;1;8;9;59;7;9;IMAGINA BUR;91
4;2015;5;1;8;9;59;7;9;PCAS-TC;3
4;2015;5;1;8;9;59;7;9;PP;187
4;2015;5;1;8;9;59;7;9;PSOE;94
4;2015;5;1;8;9;59;7;9;PORBUR;15
4;2015;5;1;8;9;59;7;9;SAIn;2
4;2015;5;1;8;9;59;7;9;UPYD;7
4;2015;5;1;8;9;59;7;9;VOX;13
4;2015;5;1;8;9;59;7;10;C's;103
4;2015;5;1;8;9;59;7;10;IMAGINA BUR;165
4;2015;5;1;8;9;59;7;10;PCAS-TC;6
4;2015;5;1;8;9;59;7;10;PP;329
4;2015;5;1;8;9;59;7;10;PSOE;216
4;2015;5;1;8;9;59;7;10;PORBUR;25
4;2015;5;1;8;9;59;7;10;SAIn;5
4;2015;5;1;8;9;59;7;10;UPYD;24
4;2015;5;1;8;9;59;7;10;VOX;17
4;2015;5;1;8;9;59;8;1;C's;25
4;2015;5;1;8;9;59;8;1;IMAGINA BUR;57
4;2015;5;1;8;9;59;8;1;PCAS-TC;2
4;2015;5;1;8;9;59;8;1;PP;104
4;2015;5;1;8;9;59;8;1;PSOE;77
4;2015;5;1;8;9;59;8;1;PORBUR;9
4;2015;5;1;8;9;59;8;1;SAIn;3
4;2015;5;1;8;9;59;8;1;UPYD;6
4;2015;5;1;8;9;59;8;1;VOX;8
4;2015;5;1;8;9;59;8;2;C's;82
4;2015;5;1;8;9;59;8;2;IMAGINA BUR;142
4;2015;5;1;8;9;59;8;2;PCAS-TC;15
4;2015;5;1;8;9;59;8;2;PP;188
4;2015;5;1;8;9;59;8;2;PSOE;145
4;2015;5;1;8;9;59;8;2;PORBUR;23
4;2015;5;1;8;9;59;8;2;SAIn;2
4;2015;5;1;8;9;59;8;2;UPYD;9
4;2015;5;1;8;9;59;8;2;VOX;11
4;2015;5;1;8;9;59;8;3;C's;162
4;2015;5;1;8;9;59;8;3;IMAGINA BUR;231
4;2015;5;1;8;9;59;8;3;PCAS-TC;11
4;2015;5;1;8;9;59;8;3;PP;276
4;2015;5;1;8;9;59;8;3;PSOE;194
4;2015;5;1;8;9;59;8;3;PORBUR;38
4;2015;5;1;8;9;59;8;3;SAIn;10
4;2015;5;1;8;9;59;8;3;UPYD;31
4;2015;5;1;8;9;59;8;3;VOX;22
4;2015;5;1;8;9;59;8;4;C's;158
4;2015;5;1;8;9;59;8;4;IMAGINA BUR;70
4;2015;5;1;8;9;59;8;4;PCAS-TC;1
4;2015;5;1;8;9;59;8;4;PP;275
4;2015;5;1;8;9;59;8;4;PSOE;85
4;2015;5;1;8;9;59;8;4;PORBUR;21
4;2015;5;1;8;9;59;8;4;SAIn;6
4;2015;5;1;8;9;59;8;4;UPYD;16
4;2015;5;1;8;9;59;8;4;VOX;37
4;2015;5;1;8;9;59;8;5;C's;281
4;2015;5;1;8;9;59;8;5;IMAGINA BUR;284
4;2015;5;1;8;9;59;8;5;PCAS-TC;5
4;2015;5;1;8;9;59;8;5;PP;338
4;2015;5;1;8;9;59;8;5;PSOE;229
4;2015;5;1;8;9;59;8;5;PORBUR;36
4;2015;5;1;8;9;59;8;5;SAIn;8
4;2015;5;1;8;9;59;8;5;UPYD;29
4;2015;5;1;8;9;59;8;5;VOX;24
4;2015;5;1;8;9;59;9;2;C's;29
4;2015;5;1;8;9;59;9;2;IMAGINA BUR;95
4;2015;5;1;8;9;59;9;2;PCAS-TC;8
4;2015;5;1;8;9;59;9;2;PP;138
4;2015;5;1;8;9;59;9;2;PSOE;172
4;2015;5;1;8;9;59;9;2;PORBUR;9
4;2015;5;1;8;9;59;9;2;SAIn;2
4;2015;5;1;8;9;59;9;2;UPYD;9
4;2015;5;1;8;9;59;9;2;VOX;9
4;2015;5;1;8;9;59;9;3;C's;67
4;2015;5;1;8;9;59;9;3;IMAGINA BUR;140
4;2015;5;1;8;9;59;9;3;PCAS-TC;8
4;2015;5;1;8;9;59;9;3;PP;174
4;2015;5;1;8;9;59;9;3;PSOE;209
4;2015;5;1;8;9;59;9;3;PORBUR;10
4;2015;5;1;8;9;59;9;3;SAIn;1
4;2015;5;1;8;9;59;9;3;UPYD;13
4;2015;5;1;8;9;59;9;3;VOX;6
4;2015;5;1;8;9;59;9;4;C's;31
4;2015;5;1;8;9;59;9;4;IMAGINA BUR;57
4;2015;5;1;8;9;59;9;4;PCAS-TC;9
4;2015;5;1;8;9;59;9;4;PP;106
4;2015;5;1;8;9;59;9;4;PSOE;135
4;2015;5;1;8;9;59;9;4;PORBUR;8
4;2015;5;1;8;9;59;9;4;SAIn;3
4;2015;5;1;8;9;59;9;4;UPYD;4
4;2015;5;1;8;9;59;9;4;VOX;2
4;2015;5;1;8;9;59;9;5;C's;42
4;2015;5;1;8;9;59;9;5;IMAGINA BUR;90
4;2015;5;1;8;9;59;9;5;PCAS-TC;5
4;2015;5;1;8;9;59;9;5;PP;107
4;2015;5;1;8;9;59;9;5;PSOE;178
4;2015;5;1;8;9;59;9;5;PORBUR;10
4;2015;5;1;8;9;59;9;5;SAIn;3
4;2015;5;1;8;9;59;9;5;UPYD;8
4;2015;5;1;8;9;59;9;5;VOX;7
4;2015;5;1;8;9;59;9;6;C's;58
4;2015;5;1;8;9;59;9;6;IMAGINA BUR;111
4;2015;5;1;8;9;59;9;6;PCAS-TC;3
4;2015;5;1;8;9;59;9;6;PP;120
4;2015;5;1;8;9;59;9;6;PSOE;119
4;2015;5;1;8;9;59;9;6;PORBUR;15
4;2015;5;1;8;9;59;9;6;SAIn;0
4;2015;5;1;8;9;59;9;6;UPYD;17
4;2015;5;1;8;9;59;9;6;VOX;5
4;2015;5;1;8;9;59;9;7;C's;158
4;2015;5;1;8;9;59;9;7;IMAGINA BUR;190
4;2015;5;1;8;9;59;9;7;PCAS-TC;14
4;2015;5;1;8;9;59;9;7;PP;308
4;2015;5;1;8;9;59;9;7;PSOE;279
4;2015;5;1;8;9;59;9;7;PORBUR;17
4;2015;5;1;8;9;59;9;7;SAIn;2
4;2015;5;1;8;9;59;9;7;UPYD;21
4;2015;5;1;8;9;59;9;7;VOX;18
4;2015;5;1;8;9;59;9;8;C's;32
4;2015;5;1;8;9;59;9;8;IMAGINA BUR;117
4;2015;5;1;8;9;59;9;8;PCAS-TC;2
4;2015;5;1;8;9;59;9;8;PP;193
4;2015;5;1;8;9;59;9;8;PSOE;158
4;2015;5;1;8;9;59;9;8;PORBUR;11
4;2015;5;1;8;9;59;9;8;SAIn;2
4;2015;5;1;8;9;59;9;8;UPYD;8
4;2015;5;1;8;9;59;9;8;VOX;14
4;2015;5;1;8;9;59;9;9;C's;53
4;2015;5;1;8;9;59;9;9;IMAGINA BUR;95
4;2015;5;1;8;9;59;9;9;PCAS-TC;3
4;2015;5;1;8;9;59;9;9;PP;110
4;2015;5;1;8;9;59;9;9;PSOE;137
4;2015;5;1;8;9;59;9;9;PORBUR;8
4;2015;5;1;8;9;59;9;9;SAIn;4
4;2015;5;1;8;9;59;9;9;UPYD;22
4;2015;5;1;8;9;59;9;9;VOX;7
4;2015;5;1;8;9;59;9;10;C's;30
4;2015;5;1;8;9;59;9;10;IMAGINA BUR;90
4;2015;5;1;8;9;59;9;10;PCAS-TC;3
4;2015;5;1;8;9;59;9;10;PP;117
4;2015;5;1;8;9;59;9;10;PSOE;115
4;2015;5;1;8;9;59;9;10;PORBUR;7
4;2015;5;1;8;9;59;9;10;SAIn;4
4;2015;5;1;8;9;59;9;10;UPYD;9
4;2015;5;1;8;9;59;9;10;VOX;20
4;2015;5;1;8;9;59;9;11;C's;64
4;2015;5;1;8;9;59;9;11;IMAGINA BUR;86
4;2015;5;1;8;9;59;9;11;PCAS-TC;5
4;2015;5;1;8;9;59;9;11;PP;168
4;2015;5;1;8;9;59;9;11;PSOE;179
4;2015;5;1;8;9;59;9;11;PORBUR;11
4;2015;5;1;8;9;59;9;11;SAIn;2
4;2015;5;1;8;9;59;9;11;UPYD;12
4;2015;5;1;8;9;59;9;11;VOX;9
4;2015;5;1;8;9;59;9;12;C's;85
4;2015;5;1;8;9;59;9;12;IMAGINA BUR;241
4;2015;5;1;8;9;59;9;12;PCAS-TC;11
4;2015;5;1;8;9;59;9;12;PP;202
4;2015;5;1;8;9;59;9;12;PSOE;281
4;2015;5;1;8;9;59;9;12;PORBUR;16
4;2015;5;1;8;9;59;9;12;SAIn;5
4;2015;5;1;8;9;59;9;12;UPYD;29
4;2015;5;1;8;9;59;9;12;VOX;28
4;2015;5;1;8;9;59;9;13;C's;59
4;2015;5;1;8;9;59;9;13;IMAGINA BUR;108
4;2015;5;1;8;9;59;9;13;PCAS-TC;3
4;2015;5;1;8;9;59;9;13;PP;138
4;2015;5;1;8;9;59;9;13;PSOE;143
4;2015;5;1;8;9;59;9;13;PORBUR;11
4;2015;5;1;8;9;59;9;13;SAIn;0
4;2015;5;1;8;9;59;9;13;UPYD;9
4;2015;5;1;8;9;59;9;13;VOX;2
4;2015;5;1;8;9;59;9;14;C's;34
4;2015;5;1;8;9;59;9;14;IMAGINA BUR;99
4;2015;5;1;8;9;59;9;14;PCAS-TC;8
4;2015;5;1;8;9;59;9;14;PP;121
4;2015;5;1;8;9;59;9;14;PSOE;159
4;2015;5;1;8;9;59;9;14;PORBUR;20
4;2015;5;1;8;9;59;9;14;SAIn;3
4;2015;5;1;8;9;59;9;14;UPYD;14
4;2015;5;1;8;9;59;9;14;VOX;5
4;2015;5;1;8;9;59;9;15;C's;67
4;2015;5;1;8;9;59;9;15;IMAGINA BUR;123
4;2015;5;1;8;9;59;9;15;PCAS-TC;5
4;2015;5;1;8;9;59;9;15;PP;105
4;2015;5;1;8;9;59;9;15;PSOE;169
4;2015;5;1;8;9;59;9;15;PORBUR;11
4;2015;5;1;8;9;59;9;15;SAIn;6
4;2015;5;1;8;9;59;9;15;UPYD;15
4;2015;5;1;8;9;59;9;15;VOX;5
4;2015;5;1;8;9;59;9;16;C's;162
4;2015;5;1;8;9;59;9;16;IMAGINA BUR;193
4;2015;5;1;8;9;59;9;16;PCAS-TC;20
4;2015;5;1;8;9;59;9;16;PP;266
4;2015;5;1;8;9;59;9;16;PSOE;265
4;2015;5;1;8;9;59;9;16;PORBUR;18
4;2015;5;1;8;9;59;9;16;SAIn;0
4;2015;5;1;8;9;59;9;16;UPYD;33
4;2015;5;1;8;9;59;9;16;VOX;15
4;2015;5;1;8;9;59;8;6;C's;110
4;2015;5;1;8;9;59;8;6;IMAGINA BUR;158
4;2015;5;1;8;9;59;8;6;PCAS-TC;4
4;2015;5;1;8;9;59;8;6;PP;323
4;2015;5;1;8;9;59;8;6;PSOE;143
4;2015;5;1;8;9;59;8;6;PORBUR;26
4;2015;5;1;8;9;59;8;6;SAIn;7
4;2015;5;1;8;9;59;8;6;UPYD;22
4;2015;5;1;8;9;59;8;6;VOX;35
4;2015;5;1;8;9;59;8;7;C's;44
4;2015;5;1;8;9;59;8;7;IMAGINA BUR;95
4;2015;5;1;8;9;59;8;7;PCAS-TC;5
4;2015;5;1;8;9;59;8;7;PP;144
4;2015;5;1;8;9;59;8;7;PSOE;118
4;2015;5;1;8;9;59;8;7;PORBUR;15
4;2015;5;1;8;9;59;8;7;SAIn;0
4;2015;5;1;8;9;59;8;7;UPYD;5
4;2015;5;1;8;9;59;8;7;VOX;9
4;2015;5;1;8;9;59;8;8;C's;149
4;2015;5;1;8;9;59;8;8;IMAGINA BUR;237
4;2015;5;1;8;9;59;8;8;PCAS-TC;9
4;2015;5;1;8;9;59;8;8;PP;277
4;2015;5;1;8;9;59;8;8;PSOE;229
4;2015;5;1;8;9;59;8;8;PORBUR;36
4;2015;5;1;8;9;59;8;8;SAIn;11
4;2015;5;1;8;9;59;8;8;UPYD;33
4;2015;5;1;8;9;59;8;8;VOX;14
4;2015;5;1;8;9;59;8;9;C's;56
4;2015;5;1;8;9;59;8;9;IMAGINA BUR;87
4;2015;5;1;8;9;59;8;9;PCAS-TC;8
4;2015;5;1;8;9;59;8;9;PP;146
4;2015;5;1;8;9;59;8;9;PSOE;89
4;2015;5;1;8;9;59;8;9;PORBUR;6
4;2015;5;1;8;9;59;8;9;SAIn;1
4;2015;5;1;8;9;59;8;9;UPYD;16
4;2015;5;1;8;9;59;8;9;VOX;2
4;2015;5;1;8;9;59;8;10;C's;102
4;2015;5;1;8;9;59;8;10;IMAGINA BUR;158
4;2015;5;1;8;9;59;8;10;PCAS-TC;11
4;2015;5;1;8;9;59;8;10;PP;148
4;2015;5;1;8;9;59;8;10;PSOE;114
4;2015;5;1;8;9;59;8;10;PORBUR;22
4;2015;5;1;8;9;59;8;10;SAIn;3
4;2015;5;1;8;9;59;8;10;UPYD;12
4;2015;5;1;8;9;59;8;10;VOX;13
4;2015;5;1;8;9;59;8;11;C's;180
4;2015;5;1;8;9;59;8;11;IMAGINA BUR;107
4;2015;5;1;8;9;59;8;11;PCAS-TC;3
4;2015;5;1;8;9;59;8;11;PP;309
4;2015;5;1;8;9;59;8;11;PSOE;114
4;2015;5;1;8;9;59;8;11;PORBUR;21
4;2015;5;1;8;9;59;8;11;SAIn;4
4;2015;5;1;8;9;59;8;11;UPYD;31
4;2015;5;1;8;9;59;8;11;VOX;22
4;2015;5;1;8;9;59;9;1;C's;41
4;2015;5;1;8;9;59;9;1;IMAGINA BUR;117
4;2015;5;1;8;9;59;9;1;PCAS-TC;6
4;2015;5;1;8;9;59;9;1;PP;143
4;2015;5;1;8;9;59;9;1;PSOE;156
4;2015;5;1;8;9;59;9;1;PORBUR;4
4;2015;5;1;8;9;59;9;1;SAIn;2
4;2015;5;1;8;9;59;9;1;UPYD;13
4;2015;5;1;8;9;59;9;1;VOX;5
4;2015;5;1;8;9;59;6;6;PORBUR;20
4;2015;5;1;8;9;59;6;6;SAIn;3
4;2015;5;1;8;9;59;6;6;UPYD;15
4;2015;5;1;8;9;59;6;6;VOX;16
4;2015;5;1;8;9;59;6;6;C's;92
4;2015;5;1;8;9;59;6;6;IMAGINA BUR;140
4;2015;5;1;8;9;59;6;6;PCAS-TC;2
4;2015;5;1;8;9;59;6;6;PP;228
4;2015;5;1;8;9;59;6;6;PSOE;118
4;2015;5;1;8;9;59;6;7;C's;152
4;2015;5;1;8;9;59;6;7;IMAGINA BUR;171
4;2015;5;1;8;9;59;6;7;PCAS-TC;9
4;2015;5;1;8;9;59;6;7;PP;405
4;2015;5;1;8;9;59;6;7;PSOE;192
4;2015;5;1;8;9;59;6;7;PORBUR;16
4;2015;5;1;8;9;59;6;7;SAIn;11
4;2015;5;1;8;9;59;6;7;UPYD;27
4;2015;5;1;8;9;59;6;7;VOX;12
4;2015;5;1;8;9;59;6;8;C's;80
4;2015;5;1;8;9;59;6;8;IMAGINA BUR;118
4;2015;5;1;8;9;59;6;8;PCAS-TC;6
4;2015;5;1;8;9;59;6;8;PP;140
4;2015;5;1;8;9;59;6;8;PSOE;116
4;2015;5;1;8;9;59;6;8;PORBUR;17
4;2015;5;1;8;9;59;6;8;SAIn;9
4;2015;5;1;8;9;59;6;8;UPYD;24
4;2015;5;1;8;9;59;6;8;VOX;10
4;2015;5;1;8;9;59;6;9;C's;42
4;2015;5;1;8;9;59;6;9;IMAGINA BUR;78
4;2015;5;1;8;9;59;6;9;PCAS-TC;4
4;2015;5;1;8;9;59;6;9;PP;183
4;2015;5;1;8;9;59;6;9;PSOE;95
4;2015;5;1;8;9;59;6;9;PORBUR;10
4;2015;5;1;8;9;59;6;9;SAIn;6
4;2015;5;1;8;9;59;6;9;UPYD;11
4;2015;5;1;8;9;59;6;9;VOX;4
4;2015;5;1;8;9;59;6;10;C's;47
4;2015;5;1;8;9;59;6;10;IMAGINA BUR;60
4;2015;5;1;8;9;59;6;10;PCAS-TC;5
4;2015;5;1;8;9;59;6;10;PP;125
4;2015;5;1;8;9;59;6;10;PSOE;99
4;2015;5;1;8;9;59;6;10;PORBUR;4
4;2015;5;1;8;9;59;6;10;SAIn;2
4;2015;5;1;8;9;59;6;10;UPYD;7
4;2015;5;1;8;9;59;6;10;VOX;5
4;2015;5;1;8;9;59;6;11;C's;46
4;2015;5;1;8;9;59;6;11;IMAGINA BUR;69
4;2015;5;1;8;9;59;6;11;PCAS-TC;3
4;2015;5;1;8;9;59;6;11;PP;165
4;2015;5;1;8;9;59;6;11;PSOE;83
4;2015;5;1;8;9;59;6;11;PORBUR;10
4;2015;5;1;8;9;59;6;11;SAIn;1
4;2015;5;1;8;9;59;6;11;UPYD;8
4;2015;5;1;8;9;59;6;11;VOX;11
4;2015;5;1;8;9;59;6;12;C's;95
4;2015;5;1;8;9;59;6;12;IMAGINA BUR;98
4;2015;5;1;8;9;59;6;12;PCAS-TC;2
4;2015;5;1;8;9;59;6;12;PP;251
4;2015;5;1;8;9;59;6;12;PSOE;119
4;2015;5;1;8;9;59;6;12;PORBUR;19
4;2015;5;1;8;9;59;6;12;SAIn;0
4;2015;5;1;8;9;59;6;12;UPYD;12
4;2015;5;1;8;9;59;6;12;VOX;15
4;2015;5;1;8;9;59;7;1;C's;65
4;2015;5;1;8;9;59;7;1;IMAGINA BUR;72
4;2015;5;1;8;9;59;7;1;PCAS-TC;2
4;2015;5;1;8;9;59;7;1;PP;210
4;2015;5;1;8;9;59;7;1;PSOE;69
4;2015;5;1;8;9;59;7;1;PORBUR;13
4;2015;5;1;8;9;59;7;1;SAIn;6
4;2015;5;1;8;9;59;7;1;UPYD;6
4;2015;5;1;8;9;59;7;1;VOX;6
4;2015;5;1;8;9;59;7;2;C's;66
4;2015;5;1;8;9;59;7;2;IMAGINA BUR;105
4;2015;5;1;8;9;59;7;2;PCAS-TC;4
4;2015;5;1;8;9;59;7;2;PP;248
4;2015;5;1;8;9;59;7;2;PSOE;101
4;2015;5;1;8;9;59;7;2;PORBUR;24
4;2015;5;1;8;9;59;7;2;SAIn;12
4;2015;5;1;8;9;59;7;2;UPYD;12
4;2015;5;1;8;9;59;7;2;VOX;17
4;2015;5;1;8;9;59;7;3;C's;140
4;2015;5;1;8;9;59;7;3;IMAGINA BUR;167
4;2015;5;1;8;9;59;7;3;PCAS-TC;9
4;2015;5;1;8;9;59;7;3;PP;293
4;2015;5;1;8;9;59;7;3;PSOE;153
4;2015;5;1;8;9;59;7;3;PORBUR;21
4;2015;5;1;8;9;59;7;3;SAIn;6
4;2015;5;1;8;9;59;7;3;UPYD;16
4;2015;5;1;8;9;59;7;3;VOX;22
4;2015;5;1;8;9;59;7;4;C's;59
4;2015;5;1;8;9;59;7;4;IMAGINA BUR;103
4;2015;5;1;8;9;59;7;4;PCAS-TC;7
4;2015;5;1;8;9;59;7;4;PP;249
4;2015;5;1;8;9;59;7;4;PSOE;116
4;2015;5;1;8;9;59;7;4;PORBUR;4
4;2015;5;1;8;9;59;7;4;SAIn;0
4;2015;5;1;8;9;59;7;4;UPYD;4
4;2015;5;1;8;9;59;7;4;VOX;18
4;2015;5;1;8;9;59;7;5;C's;56
4;2015;5;1;8;9;59;7;5;IMAGINA BUR;78
4;2015;5;1;8;9;59;7;5;PCAS-TC;6
4;2015;5;1;8;9;59;7;5;PP;139
4;2015;5;1;8;9;59;7;5;PSOE;94
4;2015;5;1;8;9;59;7;5;PORBUR;8
4;2015;5;1;8;9;59;7;5;SAIn;3
4;2015;5;1;8;9;59;7;5;UPYD;9
4;2015;5;1;8;9;59;7;5;VOX;7
4;2015;5;1;8;9;59;5;24;PCAS-TC;14
4;2015;5;1;8;9;59;5;24;PP;196
4;2015;5;1;8;9;59;5;24;PSOE;245
4;2015;5;1;8;9;59;5;24;PORBUR;26
4;2015;5;1;8;9;59;5;24;SAIn;8
4;2015;5;1;8;9;59;5;24;UPYD;24
4;2015;5;1;8;9;59;5;24;VOX;16
4;2015;5;1;8;9;59;5;24;C's;115
4;2015;5;1;8;9;59;5;24;IMAGINA BUR;266
4;2015;5;1;8;9;59;5;25;C's;89
4;2015;5;1;8;9;59;5;25;IMAGINA BUR;119
4;2015;5;1;8;9;59;5;25;PCAS-TC;2
4;2015;5;1;8;9;59;5;25;PP;361
4;2015;5;1;8;9;59;5;25;PSOE;105
4;2015;5;1;8;9;59;5;25;PORBUR;29
4;2015;5;1;8;9;59;5;25;SAIn;4
4;2015;5;1;8;9;59;5;25;UPYD;9
4;2015;5;1;8;9;59;5;25;VOX;28
4;2015;5;1;8;9;59;3;6;VOX;16
4;2015;5;1;8;9;59;3;6;C's;136
4;2015;5;1;8;9;59;3;6;IMAGINA BUR;253
4;2015;5;1;8;9;59;3;6;PCAS-TC;15
4;2015;5;1;8;9;59;3;6;PP;274
4;2015;5;1;8;9;59;3;6;PSOE;270
4;2015;5;1;8;9;59;3;6;PORBUR;29
4;2015;5;1;8;9;59;3;6;SAIn;5
4;2015;5;1;8;9;59;3;6;UPYD;32
4;2015;5;1;8;9;59;3;7;C's;90
4;2015;5;1;8;9;59;3;7;IMAGINA BUR;107
4;2015;5;1;8;9;59;3;7;PCAS-TC;5
4;2015;5;1;8;9;59;3;7;PP;289
4;2015;5;1;8;9;59;3;7;PSOE;115
4;2015;5;1;8;9;59;3;7;PORBUR;22
4;2015;5;1;8;9;59;3;7;SAIn;3
4;2015;5;1;8;9;59;3;7;UPYD;10
4;2015;5;1;8;9;59;3;7;VOX;14
4;2015;5;1;8;9;59;3;8;C's;112
4;2015;5;1;8;9;59;3;8;IMAGINA BUR;155
4;2015;5;1;8;9;59;3;8;PCAS-TC;9
4;2015;5;1;8;9;59;3;8;PP;197
4;2015;5;1;8;9;59;3;8;PSOE;169
4;2015;5;1;8;9;59;3;8;PORBUR;15
4;2015;5;1;8;9;59;3;8;SAIn;7
4;2015;5;1;8;9;59;3;8;UPYD;23
4;2015;5;1;8;9;59;3;8;VOX;11
4;2015;5;1;8;9;59;5;26;C's;108
4;2015;5;1;8;9;59;5;26;IMAGINA BUR;71
4;2015;5;1;8;9;59;5;26;PCAS-TC;3
4;2015;5;1;8;9;59;5;26;PP;318
4;2015;5;1;8;9;59;5;26;PSOE;46
4;2015;5;1;8;9;59;5;26;PORBUR;16
4;2015;5;1;8;9;59;5;26;SAIn;0
4;2015;5;1;8;9;59;5;26;UPYD;12
4;2015;5;1;8;9;59;5;26;VOX;19
4;2015;5;1;8;9;59;5;27;C's;84
4;2015;5;1;8;9;59;5;27;IMAGINA BUR;64
4;2015;5;1;8;9;59;5;27;PCAS-TC;2
4;2015;5;1;8;9;59;5;27;PP;265
4;2015;5;1;8;9;59;5;27;PSOE;62
4;2015;5;1;8;9;59;5;27;PORBUR;13
4;2015;5;1;8;9;59;5;27;SAIn;1
4;2015;5;1;8;9;59;5;27;UPYD;11
4;2015;5;1;8;9;59;5;27;VOX;32
4;2015;5;1;8;9;59;5;28;C's;92
4;2015;5;1;8;9;59;5;28;IMAGINA BUR;39
4;2015;5;1;8;9;59;5;28;PCAS-TC;4
4;2015;5;1;8;9;59;5;28;PP;251
4;2015;5;1;8;9;59;5;28;PSOE;44
4;2015;5;1;8;9;59;5;28;PORBUR;2
4;2015;5;1;8;9;59;5;28;SAIn;1
4;2015;5;1;8;9;59;5;28;UPYD;19
4;2015;5;1;8;9;59;5;28;VOX;18
4;2015;5;1;8;9;59;5;29;C's;43
4;2015;5;1;8;9;59;5;29;IMAGINA BUR;62
4;2015;5;1;8;9;59;5;29;PCAS-TC;3
4;2015;5;1;8;9;59;5;29;PP;177
4;2015;5;1;8;9;59;5;29;PSOE;86
4;2015;5;1;8;9;59;5;29;PORBUR;13
4;2015;5;1;8;9;59;5;29;SAIn;2
4;2015;5;1;8;9;59;5;29;UPYD;6
4;2015;5;1;8;9;59;5;29;VOX;17
4;2015;5;1;8;9;59;5;30;C's;32
4;2015;5;1;8;9;59;5;30;IMAGINA BUR;117
4;2015;5;1;8;9;59;5;30;PCAS-TC;2
4;2015;5;1;8;9;59;5;30;PP;95
4;2015;5;1;8;9;59;5;30;PSOE;129
4;2015;5;1;8;9;59;5;30;PORBUR;10
4;2015;5;1;8;9;59;5;30;SAIn;2
4;2015;5;1;8;9;59;5;30;UPYD;14
4;2015;5;1;8;9;59;5;30;VOX;17
4;2015;5;1;8;9;59;5;31;C's;82
4;2015;5;1;8;9;59;5;31;IMAGINA BUR;128
4;2015;5;1;8;9;59;5;31;PCAS-TC;2
4;2015;5;1;8;9;59;5;31;PP;149
4;2015;5;1;8;9;59;5;31;PSOE;99
4;2015;5;1;8;9;59;5;31;PORBUR;14
4;2015;5;1;8;9;59;5;31;SAIn;2
4;2015;5;1;8;9;59;5;31;UPYD;10
4;2015;5;1;8;9;59;5;31;VOX;15
4;2015;5;1;8;9;59;5;32;C's;127
4;2015;5;1;8;9;59;5;32;IMAGINA BUR;130
4;2015;5;1;8;9;59;5;32;PCAS-TC;4
4;2015;5;1;8;9;59;5;32;PP;284
4;2015;5;1;8;9;59;5;32;PSOE;144
4;2015;5;1;8;9;59;5;32;PORBUR;20
4;2015;5;1;8;9;59;5;32;SAIn;3
4;2015;5;1;8;9;59;5;32;UPYD;23
4;2015;5;1;8;9;59;5;32;VOX;22
4;2015;5;1;8;9;59;5;33;C's;173
4;2015;5;1;8;9;59;5;33;IMAGINA BUR;236
4;2015;5;1;8;9;59;5;33;PCAS-TC;17
4;2015;5;1;8;9;59;5;33;PP;312
4;2015;5;1;8;9;59;5;33;PSOE;210
4;2015;5;1;8;9;59;5;33;PORBUR;34
4;2015;5;1;8;9;59;5;33;SAIn;3
4;2015;5;1;8;9;59;5;33;UPYD;20
4;2015;5;1;8;9;59;5;33;VOX;31
4;2015;5;1;8;9;59;5;34;C's;40
4;2015;5;1;8;9;59;5;34;IMAGINA BUR;51
4;2015;5;1;8;9;59;5;34;PCAS-TC;1
4;2015;5;1;8;9;59;5;34;PP;165
4;2015;5;1;8;9;59;5;34;PSOE;65
4;2015;5;1;8;9;59;5;34;PORBUR;10
4;2015;5;1;8;9;59;5;34;SAIn;5
4;2015;5;1;8;9;59;5;34;UPYD;5
4;2015;5;1;8;9;59;5;34;VOX;13
4;2015;5;1;8;9;59;5;35;C's;132
4;2015;5;1;8;9;59;5;35;IMAGINA BUR;149
4;2015;5;1;8;9;59;5;35;PCAS-TC;5
4;2015;5;1;8;9;59;5;35;PP;123
