TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;SECCION;MESA;COD_CAND;VOTOS_CAND
4;2015;5;1;8;9;59;8;3;B;84582;17
4;2015;5;1;8;9;59;8;3;B;84811;4
4;2015;5;1;8;9;59;8;3;B;85164;20
4;2015;5;1;8;9;59;8;3;B;85373;9
4;2015;5;1;8;9;59;8;4;A;81456;81
4;2015;5;1;8;9;59;8;4;A;82734;35
4;2015;5;1;8;9;59;8;4;A;84120;0
4;2015;5;1;8;9;59;8;4;A;84253;126
4;2015;5;1;8;9;59;8;4;A;84319;40
4;2015;5;1;8;9;59;8;4;A;84582;15
4;2015;5;1;8;9;59;8;4;A;84811;2
4;2015;5;1;8;9;59;8;4;A;85164;8
4;2015;5;1;8;9;59;8;4;A;85373;17
4;2015;5;1;8;9;59;8;4;B;81456;77
4;2015;5;1;8;9;59;8;4;B;82734;35
4;2015;5;1;8;9;59;8;4;B;84120;1
4;2015;5;1;8;9;59;8;4;B;84253;149
4;2015;5;1;8;9;59;8;4;B;84319;45
4;2015;5;1;8;9;59;8;4;B;84582;6
4;2015;5;1;8;9;59;8;4;B;84811;4
4;2015;5;1;8;9;59;8;4;B;85164;8
4;2015;5;1;8;9;59;8;4;B;85373;20
4;2015;5;1;8;9;59;8;5;A;81456;81
4;2015;5;1;8;9;59;8;5;A;82734;77
4;2015;5;1;8;9;59;8;5;A;84120;2
4;2015;5;1;8;9;59;8;5;A;84253;100
4;2015;5;1;8;9;59;9;2;U;81456;29
4;2015;5;1;8;9;59;9;2;U;82734;95
4;2015;5;1;8;9;59;9;2;U;84120;8
4;2015;5;1;8;9;59;9;2;U;84253;138
4;2015;5;1;8;9;59;9;2;U;84319;172
4;2015;5;1;8;9;59;9;2;U;84582;9
4;2015;5;1;8;9;59;9;2;U;84811;2
4;2015;5;1;8;9;59;9;2;U;85164;9
4;2015;5;1;8;9;59;9;2;U;85373;9
4;2015;5;1;8;9;59;9;3;A;81456;24
4;2015;5;1;8;9;59;9;3;A;82734;79
4;2015;5;1;8;9;59;9;3;A;84120;4
4;2015;5;1;8;9;59;9;3;A;84253;90
4;2015;5;1;8;9;59;9;3;A;84319;110
4;2015;5;1;8;9;59;9;3;A;84582;3
4;2015;5;1;8;9;59;9;3;A;84811;0
4;2015;5;1;8;9;59;9;3;A;85164;6
4;2015;5;1;8;9;59;9;3;A;85373;2
4;2015;5;1;8;9;59;9;3;B;81456;43
4;2015;5;1;8;9;59;9;3;B;82734;61
4;2015;5;1;8;9;59;9;3;B;84120;4
4;2015;5;1;8;9;59;9;3;B;84253;84
4;2015;5;1;8;9;59;9;3;B;84319;99
4;2015;5;1;8;9;59;9;3;B;84582;7
4;2015;5;1;8;9;59;9;3;B;84811;1
4;2015;5;1;8;9;59;9;3;B;85164;7
4;2015;5;1;8;9;59;9;3;B;85373;4
4;2015;5;1;8;9;59;9;4;U;81456;31
4;2015;5;1;8;9;59;9;4;U;82734;57
4;2015;5;1;8;9;59;9;4;U;84120;9
4;2015;5;1;8;9;59;9;4;U;84253;106
4;2015;5;1;8;9;59;9;4;U;84319;135
4;2015;5;1;8;9;59;9;4;U;84582;8
4;2015;5;1;8;9;59;9;4;U;84811;3
4;2015;5;1;8;9;59;9;4;U;85164;4
4;2015;5;1;8;9;59;9;4;U;85373;2
4;2015;5;1;8;9;59;9;5;U;81456;42
4;2015;5;1;8;9;59;9;5;U;82734;90
4;2015;5;1;8;9;59;9;5;U;84120;5
4;2015;5;1;8;9;59;9;5;U;84253;107
4;2015;5;1;8;9;59;9;5;U;84319;178
4;2015;5;1;8;9;59;9;5;U;84582;10
4;2015;5;1;8;9;59;9;5;U;84811;3
4;2015;5;1;8;9;59;9;5;U;85164;8
4;2015;5;1;8;9;59;9;5;U;85373;7
4;2015;5;1;8;9;59;9;6;U;81456;58
4;2015;5;1;8;9;59;9;6;U;82734;111
4;2015;5;1;8;9;59;9;6;U;84120;3
4;2015;5;1;8;9;59;9;6;U;84253;120
4;2015;5;1;8;9;59;9;6;U;84319;119
4;2015;5;1;8;9;59;9;6;U;84582;15
4;2015;5;1;8;9;59;9;6;U;84811;0
4;2015;5;1;8;9;59;9;6;U;85164;17
4;2015;5;1;8;9;59;9;6;U;85373;5
4;2015;5;1;8;9;59;9;7;A;81456;84
4;2015;5;1;8;9;59;9;7;A;82734;89
4;2015;5;1;8;9;59;9;7;A;84120;7
4;2015;5;1;8;9;59;9;7;A;84253;133
4;2015;5;1;8;9;59;9;7;A;84319;147
4;2015;5;1;8;9;59;9;7;A;84582;8
4;2015;5;1;8;9;59;9;7;A;84811;0
4;2015;5;1;8;9;59;9;7;A;85164;8
4;2015;5;1;8;9;59;9;7;A;85373;4
4;2015;5;1;8;9;59;9;7;B;81456;74
4;2015;5;1;8;9;59;9;7;B;82734;101
4;2015;5;1;8;9;59;9;7;B;84120;7
4;2015;5;1;8;9;59;9;7;B;84253;175
4;2015;5;1;8;9;59;9;7;B;84319;132
4;2015;5;1;8;9;59;9;7;B;84582;9
4;2015;5;1;8;9;59;9;7;B;84811;2
4;2015;5;1;8;9;59;9;7;B;85164;13
4;2015;5;1;8;9;59;9;7;B;85373;14
4;2015;5;1;8;9;59;9;8;U;81456;32
4;2015;5;1;8;9;59;9;8;U;82734;117
4;2015;5;1;8;9;59;9;8;U;84120;2
4;2015;5;1;8;9;59;9;8;U;84253;193
4;2015;5;1;8;9;59;9;8;U;84319;158
4;2015;5;1;8;9;59;9;8;U;84582;11
4;2015;5;1;8;9;59;9;8;U;84811;2
4;2015;5;1;8;9;59;9;8;U;85164;8
4;2015;5;1;8;9;59;9;8;U;85373;14
4;2015;5;1;8;9;59;9;9;U;81456;53
4;2015;5;1;8;9;59;9;9;U;82734;95
4;2015;5;1;8;9;59;9;9;U;84120;3
4;2015;5;1;8;9;59;9;9;U;84253;110
4;2015;5;1;8;9;59;9;9;U;84319;137
4;2015;5;1;8;9;59;9;9;U;84582;8
4;2015;5;1;8;9;59;9;9;U;84811;4
4;2015;5;1;8;9;59;9;9;U;85164;22
4;2015;5;1;8;9;59;9;9;U;85373;7
4;2015;5;1;8;9;59;9;10;U;81456;30
4;2015;5;1;8;9;59;9;10;U;82734;90
4;2015;5;1;8;9;59;9;10;U;84120;3
4;2015;5;1;8;9;59;9;10;U;84253;117
4;2015;5;1;8;9;59;9;10;U;84319;115
4;2015;5;1;8;9;59;9;10;U;84582;7
4;2015;5;1;8;9;59;9;10;U;84811;4
4;2015;5;1;8;9;59;9;10;U;85164;9
4;2015;5;1;8;9;59;9;10;U;85373;20
4;2015;5;1;8;9;59;9;11;U;81456;64
4;2015;5;1;8;9;59;9;11;U;82734;86
4;2015;5;1;8;9;59;9;11;U;84120;5
4;2015;5;1;8;9;59;9;11;U;84253;168
4;2015;5;1;8;9;59;9;11;U;84319;179
4;2015;5;1;8;9;59;9;11;U;84582;11
4;2015;5;1;8;9;59;9;11;U;84811;2
4;2015;5;1;8;9;59;9;11;U;85164;12
4;2015;5;1;8;9;59;9;11;U;85373;9
4;2015;5;1;8;9;59;9;12;A;81456;49
4;2015;5;1;8;9;59;9;12;A;82734;121
4;2015;5;1;8;9;59;9;12;A;84120;8
4;2015;5;1;8;9;59;9;12;A;84253;92
4;2015;5;1;8;9;59;9;12;A;84319;140
4;2015;5;1;8;9;59;9;12;A;84582;7
4;2015;5;1;8;9;59;9;12;A;84811;3
4;2015;5;1;8;9;59;9;12;A;85164;20
4;2015;5;1;8;9;59;9;12;A;85373;14
4;2015;5;1;8;9;59;9;12;B;81456;36
4;2015;5;1;8;9;59;9;12;B;82734;120
4;2015;5;1;8;9;59;9;12;B;84120;3
4;2015;5;1;8;9;59;9;12;B;84253;110
4;2015;5;1;8;9;59;9;12;B;84319;141
4;2015;5;1;8;9;59;9;12;B;84582;9
4;2015;5;1;8;9;59;9;12;B;84811;2
4;2015;5;1;8;9;59;9;12;B;85164;9
4;2015;5;1;8;9;59;9;12;B;85373;14
4;2015;5;1;8;9;59;9;13;U;81456;59
4;2015;5;1;8;9;59;9;13;U;82734;108
4;2015;5;1;8;9;59;9;13;U;84120;3
4;2015;5;1;8;9;59;9;13;U;84253;138
4;2015;5;1;8;9;59;9;13;U;84319;143
4;2015;5;1;8;9;59;9;13;U;84582;11
4;2015;5;1;8;9;59;9;13;U;84811;0
4;2015;5;1;8;9;59;9;13;U;85164;9
4;2015;5;1;8;9;59;9;13;U;85373;2
4;2015;5;1;8;9;59;9;14;U;81456;34
4;2015;5;1;8;9;59;9;14;U;82734;99
4;2015;5;1;8;9;59;9;14;U;84120;8
4;2015;5;1;8;9;59;9;14;U;84253;121
4;2015;5;1;8;9;59;9;14;U;84319;159
4;2015;5;1;8;9;59;9;14;U;84582;20
4;2015;5;1;8;9;59;9;14;U;84811;3
4;2015;5;1;8;9;59;9;14;U;85164;14
4;2015;5;1;8;9;59;9;14;U;85373;5
4;2015;5;1;8;9;59;9;15;U;81456;67
4;2015;5;1;8;9;59;9;15;U;82734;123
4;2015;5;1;8;9;59;9;15;U;84120;5
4;2015;5;1;8;9;59;9;15;U;84253;105
4;2015;5;1;8;9;59;9;15;U;84319;169
4;2015;5;1;8;9;59;9;15;U;84582;11
4;2015;5;1;8;9;59;9;15;U;84811;6
4;2015;5;1;8;9;59;9;15;U;85164;15
4;2015;5;1;8;9;59;9;15;U;85373;5
4;2015;5;1;8;9;59;9;16;A;81456;69
4;2015;5;1;8;9;59;9;16;A;82734;80
4;2015;5;1;8;9;59;9;16;A;84120;9
4;2015;5;1;8;9;59;8;5;A;84319;67
4;2015;5;1;8;9;59;8;5;A;84582;8
4;2015;5;1;8;9;59;8;5;A;84811;1
4;2015;5;1;8;9;59;8;5;A;85164;6
4;2015;5;1;8;9;59;8;5;A;85373;7
4;2015;5;1;8;9;59;8;5;B;81456;104
4;2015;5;1;8;9;59;8;5;B;82734;107
4;2015;5;1;8;9;59;8;5;B;84120;3
4;2015;5;1;8;9;59;8;5;B;84253;130
4;2015;5;1;8;9;59;8;5;B;84319;73
4;2015;5;1;8;9;59;8;5;B;84582;18
4;2015;5;1;8;9;59;8;5;B;84811;2
4;2015;5;1;8;9;59;8;5;B;85164;10
4;2015;5;1;8;9;59;8;5;B;85373;11
4;2015;5;1;8;9;59;8;5;C;81456;96
4;2015;5;1;8;9;59;8;5;C;82734;100
4;2015;5;1;8;9;59;8;5;C;84120;0
4;2015;5;1;8;9;59;8;5;C;84253;108
4;2015;5;1;8;9;59;8;5;C;84319;89
4;2015;5;1;8;9;59;8;5;C;84582;10
4;2015;5;1;8;9;59;8;5;C;84811;5
4;2015;5;1;8;9;59;8;5;C;85164;13
4;2015;5;1;8;9;59;8;5;C;85373;6
4;2015;5;1;8;9;59;8;6;A;81456;50
4;2015;5;1;8;9;59;8;6;A;82734;67
4;2015;5;1;8;9;59;8;6;A;84120;2
4;2015;5;1;8;9;59;8;6;A;84253;167
4;2015;5;1;8;9;59;8;6;A;84319;71
4;2015;5;1;8;9;59;8;6;A;84582;15
4;2015;5;1;8;9;59;8;6;A;84811;3
4;2015;5;1;8;9;59;8;6;A;85164;7
4;2015;5;1;8;9;59;8;6;A;85373;17
4;2015;5;1;8;9;59;8;6;B;81456;60
4;2015;5;1;8;9;59;8;6;B;82734;91
4;2015;5;1;8;9;59;8;6;B;84120;2
4;2015;5;1;8;9;59;8;6;B;84253;156
4;2015;5;1;8;9;59;8;6;B;84319;72
4;2015;5;1;8;9;59;8;6;B;84582;11
4;2015;5;1;8;9;59;8;6;B;84811;4
4;2015;5;1;8;9;59;8;6;B;85164;15
4;2015;5;1;8;9;59;8;6;B;85373;18
4;2015;5;1;8;9;59;8;7;U;81456;44
4;2015;5;1;8;9;59;8;7;U;82734;95
4;2015;5;1;8;9;59;8;7;U;84120;5
4;2015;5;1;8;9;59;8;7;U;84253;144
4;2015;5;1;8;9;59;8;7;U;84319;118
4;2015;5;1;8;9;59;8;7;U;84582;15
4;2015;5;1;8;9;59;8;7;U;84811;0
4;2015;5;1;8;9;59;8;7;U;85164;5
4;2015;5;1;8;9;59;8;7;U;85373;9
4;2015;5;1;8;9;59;8;8;A;81456;75
4;2015;5;1;8;9;59;8;8;A;82734;108
4;2015;5;1;8;9;59;8;8;A;84120;1
4;2015;5;1;8;9;59;8;8;A;84253;122
4;2015;5;1;8;9;59;8;8;A;84319;117
4;2015;5;1;8;9;59;8;8;A;84582;17
4;2015;5;1;8;9;59;8;8;A;84811;3
4;2015;5;1;8;9;59;8;8;A;85164;16
4;2015;5;1;8;9;59;8;8;A;85373;7
4;2015;5;1;8;9;59;8;8;B;81456;74
4;2015;5;1;8;9;59;8;8;B;82734;129
4;2015;5;1;8;9;59;8;8;B;84120;8
4;2015;5;1;8;9;59;8;8;B;84253;155
4;2015;5;1;8;9;59;8;8;B;84319;112
4;2015;5;1;8;9;59;8;8;B;84582;19
4;2015;5;1;8;9;59;8;8;B;84811;8
4;2015;5;1;8;9;59;8;8;B;85164;17
4;2015;5;1;8;9;59;8;8;B;85373;7
4;2015;5;1;8;9;59;8;9;U;81456;56
4;2015;5;1;8;9;59;8;9;U;82734;87
4;2015;5;1;8;9;59;8;9;U;84120;8
4;2015;5;1;8;9;59;8;9;U;84253;146
4;2015;5;1;8;9;59;8;9;U;84319;89
4;2015;5;1;8;9;59;8;9;U;84582;6
4;2015;5;1;8;9;59;8;9;U;84811;1
4;2015;5;1;8;9;59;8;9;U;85164;16
4;2015;5;1;8;9;59;8;9;U;85373;2
4;2015;5;1;8;9;59;8;10;A;81456;41
4;2015;5;1;8;9;59;8;10;A;82734;83
4;2015;5;1;8;9;59;8;10;A;84120;7
4;2015;5;1;8;9;59;8;10;A;84253;68
4;2015;5;1;8;9;59;8;10;A;84319;52
4;2015;5;1;8;9;59;8;10;A;84582;9
4;2015;5;1;8;9;59;8;10;A;84811;2
4;2015;5;1;8;9;59;8;10;A;85164;6
4;2015;5;1;8;9;59;8;10;A;85373;8
4;2015;5;1;8;9;59;8;10;B;81456;61
4;2015;5;1;8;9;59;8;10;B;82734;75
4;2015;5;1;8;9;59;8;10;B;84120;4
4;2015;5;1;8;9;59;8;10;B;84253;80
4;2015;5;1;8;9;59;8;10;B;84319;62
4;2015;5;1;8;9;59;8;10;B;84582;13
4;2015;5;1;8;9;59;8;10;B;84811;1
4;2015;5;1;8;9;59;8;10;B;85164;6
4;2015;5;1;8;9;59;8;10;B;85373;5
4;2015;5;1;8;9;59;8;11;A;81456;92
4;2015;5;1;8;9;59;8;11;A;82734;51
4;2015;5;1;8;9;59;8;11;A;84120;0
4;2015;5;1;8;9;59;8;11;A;84253;152
4;2015;5;1;8;9;59;8;11;A;84319;59
4;2015;5;1;8;9;59;8;11;A;84582;10
4;2015;5;1;8;9;59;8;11;A;84811;3
4;2015;5;1;8;9;59;8;11;A;85164;10
4;2015;5;1;8;9;59;8;11;A;85373;12
4;2015;5;1;8;9;59;8;11;B;81456;88
4;2015;5;1;8;9;59;8;11;B;82734;56
4;2015;5;1;8;9;59;8;11;B;84120;3
4;2015;5;1;8;9;59;8;11;B;84253;157
4;2015;5;1;8;9;59;8;11;B;84319;55
4;2015;5;1;8;9;59;8;11;B;84582;11
4;2015;5;1;8;9;59;8;11;B;84811;1
4;2015;5;1;8;9;59;8;11;B;85164;21
4;2015;5;1;8;9;59;8;11;B;85373;10
4;2015;5;1;8;9;59;9;1;U;81456;41
4;2015;5;1;8;9;59;9;1;U;82734;117
4;2015;5;1;8;9;59;9;1;U;84120;6
4;2015;5;1;8;9;59;9;1;U;84253;143
4;2015;5;1;8;9;59;9;1;U;84319;156
4;2015;5;1;8;9;59;9;1;U;84582;4
4;2015;5;1;8;9;59;9;1;U;84811;2
4;2015;5;1;8;9;59;9;1;U;85164;13
4;2015;5;1;8;9;59;9;1;U;85373;5
4;2015;5;1;8;9;59;6;6;B;84582;8
4;2015;5;1;8;9;59;6;6;B;84811;1
4;2015;5;1;8;9;59;6;6;B;85164;9
4;2015;5;1;8;9;59;6;6;B;85373;5
4;2015;5;1;8;9;59;6;7;A;81456;67
4;2015;5;1;8;9;59;6;7;A;82734;89
4;2015;5;1;8;9;59;6;7;A;84120;3
4;2015;5;1;8;9;59;6;7;A;84253;189
4;2015;5;1;8;9;59;6;7;A;84319;101
4;2015;5;1;8;9;59;6;7;A;84582;7
4;2015;5;1;8;9;59;6;7;A;84811;7
4;2015;5;1;8;9;59;6;7;A;85164;12
4;2015;5;1;8;9;59;6;7;A;85373;4
4;2015;5;1;8;9;59;6;7;B;81456;85
4;2015;5;1;8;9;59;6;7;B;82734;82
4;2015;5;1;8;9;59;6;7;B;84120;6
4;2015;5;1;8;9;59;6;7;B;84253;216
4;2015;5;1;8;9;59;6;7;B;84319;91
4;2015;5;1;8;9;59;6;7;B;84582;9
4;2015;5;1;8;9;59;6;7;B;84811;4
4;2015;5;1;8;9;59;6;7;B;85164;15
4;2015;5;1;8;9;59;6;7;B;85373;8
4;2015;5;1;8;9;59;6;8;U;81456;80
4;2015;5;1;8;9;59;6;8;U;82734;118
4;2015;5;1;8;9;59;6;8;U;84120;6
4;2015;5;1;8;9;59;6;8;U;84253;140
4;2015;5;1;8;9;59;6;8;U;84319;116
4;2015;5;1;8;9;59;6;8;U;84582;17
4;2015;5;1;8;9;59;6;8;U;84811;9
4;2015;5;1;8;9;59;6;8;U;85164;24
4;2015;5;1;8;9;59;6;8;U;85373;10
4;2015;5;1;8;9;59;6;9;U;81456;42
4;2015;5;1;8;9;59;6;9;U;82734;78
4;2015;5;1;8;9;59;6;9;U;84120;4
4;2015;5;1;8;9;59;6;9;U;84253;183
4;2015;5;1;8;9;59;6;9;U;84319;95
4;2015;5;1;8;9;59;6;9;U;84582;10
4;2015;5;1;8;9;59;6;9;U;84811;6
4;2015;5;1;8;9;59;6;9;U;85164;11
4;2015;5;1;8;9;59;6;9;U;85373;4
4;2015;5;1;8;9;59;6;10;U;81456;47
4;2015;5;1;8;9;59;6;10;U;82734;60
4;2015;5;1;8;9;59;6;10;U;84120;5
4;2015;5;1;8;9;59;6;10;U;84253;125
4;2015;5;1;8;9;59;6;10;U;84319;99
4;2015;5;1;8;9;59;6;10;U;84582;4
4;2015;5;1;8;9;59;6;10;U;84811;2
4;2015;5;1;8;9;59;6;10;U;85164;7
4;2015;5;1;8;9;59;6;10;U;85373;5
4;2015;5;1;8;9;59;6;11;U;81456;46
4;2015;5;1;8;9;59;6;11;U;82734;69
4;2015;5;1;8;9;59;6;11;U;84120;3
4;2015;5;1;8;9;59;6;11;U;84253;165
4;2015;5;1;8;9;59;6;11;U;84319;83
4;2015;5;1;8;9;59;6;11;U;84582;10
4;2015;5;1;8;9;59;6;11;U;84811;1
4;2015;5;1;8;9;59;6;11;U;85164;8
4;2015;5;1;8;9;59;6;11;U;85373;11
4;2015;5;1;8;9;59;6;12;A;81456;55
4;2015;5;1;8;9;59;6;12;A;82734;45
4;2015;5;1;8;9;59;6;12;A;84120;1
4;2015;5;1;8;9;59;6;12;A;84253;106
4;2015;5;1;8;9;59;6;12;A;84319;66
4;2015;5;1;8;9;59;6;12;A;84582;9
4;2015;5;1;8;9;59;6;12;A;84811;0
4;2015;5;1;8;9;59;6;12;A;85164;4
4;2015;5;1;8;9;59;6;12;A;85373;7
4;2015;5;1;8;9;59;6;12;B;81456;40
4;2015;5;1;8;9;59;6;12;B;82734;53
4;2015;5;1;8;9;59;6;12;B;84120;1
4;2015;5;1;8;9;59;6;12;B;84253;145
4;2015;5;1;8;9;59;6;12;B;84319;53
4;2015;5;1;8;9;59;6;12;B;84582;10
4;2015;5;1;8;9;59;6;12;B;84811;0
4;2015;5;1;8;9;59;6;12;B;85164;8
4;2015;5;1;8;9;59;6;12;B;85373;8
4;2015;5;1;8;9;59;7;1;U;81456;65
4;2015;5;1;8;9;59;7;1;U;82734;72
4;2015;5;1;8;9;59;7;1;U;84120;2
4;2015;5;1;8;9;59;7;1;U;84253;210
4;2015;5;1;8;9;59;7;1;U;84319;69
4;2015;5;1;8;9;59;7;1;U;84582;13
4;2015;5;1;8;9;59;7;1;U;84811;6
4;2015;5;1;8;9;59;7;1;U;85164;6
4;2015;5;1;8;9;59;7;1;U;85373;6
4;2015;5;1;8;9;59;7;2;U;81456;66
4;2015;5;1;8;9;59;7;2;U;82734;105
4;2015;5;1;8;9;59;7;2;U;84120;4
4;2015;5;1;8;9;59;7;2;U;84253;248
4;2015;5;1;8;9;59;7;2;U;84319;101
4;2015;5;1;8;9;59;7;2;U;84582;24
4;2015;5;1;8;9;59;7;2;U;84811;12
4;2015;5;1;8;9;59;7;2;U;85164;12
4;2015;5;1;8;9;59;7;2;U;85373;17
4;2015;5;1;8;9;59;7;3;A;81456;62
4;2015;5;1;8;9;59;7;3;A;82734;81
4;2015;5;1;8;9;59;7;3;A;84120;6
4;2015;5;1;8;9;59;7;3;A;84253;147
4;2015;5;1;8;9;59;7;3;A;84319;81
4;2015;5;1;8;9;59;7;3;A;84582;10
4;2015;5;1;8;9;59;7;3;A;84811;3
4;2015;5;1;8;9;59;7;3;A;85164;8
4;2015;5;1;8;9;59;7;3;A;85373;8
4;2015;5;1;8;9;59;7;3;B;81456;78
4;2015;5;1;8;9;59;7;3;B;82734;86
4;2015;5;1;8;9;59;7;3;B;84120;3
4;2015;5;1;8;9;59;7;3;B;84253;146
4;2015;5;1;8;9;59;7;3;B;84319;72
4;2015;5;1;8;9;59;7;3;B;84582;11
4;2015;5;1;8;9;59;7;3;B;84811;3
4;2015;5;1;8;9;59;7;3;B;85164;8
4;2015;5;1;8;9;59;7;3;B;85373;14
4;2015;5;1;8;9;59;7;4;U;81456;59
4;2015;5;1;8;9;59;7;4;U;82734;103
4;2015;5;1;8;9;59;7;4;U;84120;7
